SRR6743920	SRR6743924	SRR6743927	SRR6743930	SRR6743933	SRR6743936	SRR6743938	SRR6743943	SRR6743949	SRR6743950	SRR6743960	SRR6743965	SRR6743966	SRR6743967	SRR6743968	SRR6743971	SRR6743974	SRR6743975	SRR6743977	SRR6743984	SRR6743990	SRR6743993	SRR6743995	SRR6744018	SRR6744021	SRR6744029	SRR6744030	SRR6744032	SRR6744035	SRR6744038	SRR6744047	SRR6744055	SRR6744056	SRR6744057	SRR6744058	SRR6744059	SRR6744060	SRR6744074	SRR6744075	SRR6744086	SRR6744087	SRR6744092	SRR6744094	SRR6744095	SRR6744097	SRR6744099	SRR6744101	SRR6744105	SRR6744107	SRR6744108	SRR6744114	SRR6744116	SRR6744121	SRR6744122	SRR6744125	SRR6744126	SRR6744133	SRR6744134	SRR6744139	SRR6744141	SRR6744142	SRR6744144	SRR6744151	SRR6744152	SRR6744156	SRR6744157	SRR6744164	SRR6744166	SRR6744169	SRR6744170	SRR6744172	SRR6744173	SRR6744176	SRR6744188	SRR6744192	SRR6744196	SRR6744200	SRR6744207	SRR6744208	SRR6744209	SRR6744218	SRR6744219	SRR6744231	SRR6744232	SRR6744238	SRR6744240	SRR6744246	SRR6744248	SRR6744250	SRR6744254	SRR6744257	SRR6744260	SRR6744261	SRR6744262	SRR6744265	SRR6744270	SRR6744279	SRR6744282	SRR6744288	SRR6744291	SRR6744295	SRR6744297	SRR6744303	SRR6744304	SRR6744305	SRR6744308	SRR6744313	SRR6744322	SRR6744326	SRR6744329	SRR6744331	SRR6744335	SRR6744338	SRR6744339	SRR6744342	SRR6744343	SRR6744356	SRR6744360	SRR6744365	SRR6744366	SRR6744367	SRR6744370	SRR6744371	SRR6744376	SRR6744378	SRR6744381	SRR6744391	SRR6744393	SRR6744401	SRR6744403	SRR6744405	SRR6744415	SRR6744421	SRR6744422	SRR6744423	SRR6744429	SRR6744431	SRR6744432	SRR6744434	SRR6744441	SRR6744443	SRR6744444	SRR6744445	SRR6744448	SRR6744454	SRR6744455	SRR6744458	SRR6744460	SRR6744461	SRR6744465	SRR6744470	SRR6744471	SRR6744476	SRR6744477	SRR6744480	SRR6744482	SRR6744485	SRR6744487	SRR6744488	SRR6744497	SRR6744499	SRR6744501	SRR6744507	SRR6744517	SRR6744518	SRR6744519	SRR6744521	SRR6744523	SRR6744535	SRR6744539	SRR6744546	SRR6744547	SRR6744553	SRR6744562	SRR6744563	SRR6744564	SRR6744565	SRR6744567	SRR6744571	SRR6744574	SRR6744576	SRR6744581	SRR6744593	SRR6744599	SRR6744600	SRR6744603	SRR6744606	SRR6744609	SRR6744611	SRR6744613	SRR6744619	SRR6744620	SRR6744623	SRR6744629	SRR6744630	SRR6744632	SRR6744635	SRR6744638	SRR6744639	SRR6744649	SRR6744653	SRR6744658	SRR6744665	SRR6744667	SRR6744673	SRR6744674	SRR6744680	SRR6744684	SRR6744685	SRR6744689	SRR6744695	SRR6744696	SRR6744701	SRR6744702	SRR6744705	SRR6744707	SRR6744710	SRR6744713	SRR6744718	SRR6744723	SRR6744726	SRR6744729	SRR6744735	SRR6744739	SRR6744745	SRR6744747	SRR6744749	SRR6744756	SRR6744758	SRR6744759	SRR6744760	SRR6744766	SRR6744770	SRR6744777	SRR6744778	SRR6744780	SRR6744783	SRR6744790	SRR6744793	SRR6744794	SRR6744796	SRR6744800	SRR6744803	SRR6744804	SRR6744805	SRR6744809	SRR6744815	SRR6744819	SRR6744826	SRR6744829	SRR6744832	SRR6744833	SRR6744842	SRR6744858	SRR6744859	SRR6744860	SRR6744862	SRR6744866	SRR6744875	SRR6744877	SRR6744878	SRR6744883	SRR6744884	SRR6744894	SRR6744896	SRR6744897	SRR6744898	SRR6744901	SRR6744902	SRR6744914	SRR6744916	SRR6744917	SRR6744918	SRR6744925	SRR6744926	SRR6744928	SRR6744930	SRR6744931	SRR6744940	SRR6744941	SRR6744945	SRR6744955	SRR6744962	SRR6744971	SRR6744972	SRR6744973	SRR6744976	SRR6744977	SRR6744980	SRR6744981	SRR6744985	SRR6744991	SRR6744992	SRR6744998	SRR6744999	SRR6745001	SRR6745004
K00020	0	12	13	0	0	15	0	0	0	0	0	0	427	0	0	33	0	10	2	0	1868	3	0	0	0	3	889	10	5	0	294	8	0	6	0	0	353	92	0	377	0	0	33	8	191	0	0	933	0	6	5	0	0	0	15	2	0	0	0	0	0	222	0	12	239	0	431	907	0	4	247	15	15	5	0	0	2	940	0	0	0	0	0	159	209	7	8	0	0	1141	11	0	157	2	25	157	61	9	0	7	0	0	4	0	66	0	0	0	0	0	18	0	0	0	2	0	0	4	9	0	88	0	100	3	180	0	3	0	0	10	2	0	445	548	236	1595	838	0	202	0	192	71	646	9	0	0	27	130	3	151	111	0	0	0	3	0	0	21	0	8	100	30	8	0	20	0	355	203	193	724	6	2	0	0	146	0	2	0	0	162	0	0	2	0	4669	171	265	2	0	0	9	158	0	0	0	149	0	0	0	3	21	52	0	25	0	0	270	396	2267	14	0	2082	0	160	0	0	2419	0	2	5	0	27	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	762	62	93	83	114	0	0	139	0	115	0	21	0	387	4	3	4	7	19	4	107	43	0	9	0	0	0	227	1099	0	0	12	0	7	0	183	3	0	7	0	0	0	0	0	257	143	0	9	901	0	18	113	0	422	31	2	862
K00024	130	49573	3742	51	44	3697	53	48	171	40	85	1385	45525	56	2	9408	30	321	45	161	23629	56	2173	65	64	32	25740	41046	6849	25861	25117	30491	22	25633	112	0	44015	9472	18	17497	47	16	32062	48581	17392	5628	45	70388	112	10878	10503	30	28	369	356	21	283	0	5	111	0	47437	119	74826	40834	8	59908	13706	7371	349	37290	95375	1421	9562	0	307	36	19254	24	313	19	42	4	29448	20694	22180	25086	0	648	32903	85707	54	16669	200	34689	30925	37970	24479	114	8626	0	441	83	43	23632	14756	9	45	468	113	55456	388	29488	47	27	10	44	1156	9265	488	539	102	31350	194	6644	26	157	31	14	26521	30	76	49356	47707	22303	55557	51725	145	38276	6065	19157	5713	50057	25011	2	71	129	45911	4341	26272	52167	0	50	29	78	7	127	8240	37	911	24900	2703	197	100	19274	525	35088	31282	38565	2528	3153	375	11118	62	27533	2287	1048	0	708	14544	799	3	202	9630	28917	4728	14510	49	30	6	196	35802	148	11	47	20142	2174	61	1023	7452	18276	22028	459	12539	53	105	26313	32135	79605	1467	36	62985	761	19296	375	37	51740	17	123	80	118	8589	61	248	36	10	13	2	1469	0	35	57	28	2	283	13	129	0	1766	1945	21426	13296	6009	37065	27899	25	7	20554	4686	17209	14	60116	218	15644	6283	1381	498	22477	21532	36	10303	96266	107	30657	732	26	338	6435	19133	448	87	11275	213	7595	105	39434	15332	88	35664	48	141	43	61	73	27498	18504	169	33339	24164	9328	25098	50122	145	34893	35835	4052	42050
K00027	8	1370	2647	4	0	74	555	0	968	0	0	1364	2338	7	2	404	3	104	3	0	22	0	2	0	6	4	1558	1928	4	2171	1010	886	0	973	7	0	5288	346	0	1072	2	3	4985	1847	1054	0	0	1252	2	2196	599	0	2	83	10	0	14	0	0	0	0	2237	10	3690	2370	0	3846	583	1094	14	1520	2921	40	574	0	0	0	1379	0	65	2	16	0	1200	1746	421	1182	0	100	1430	4317	0	446	2	5177	1501	1498	1296	10	1374	0	13	0	0	1164	8	298	0	58	9	3184	0	8	0	2	0	3	355	1988	133	690	2	1526	18	74	0	3	0	6	1381	4	0	1301	1759	84	2136	4306	0	1595	126	839	197	1769	2793	0	13	5	4334	2860	1329	830	0	6	3	2	0	2	1582	0	110	162	1091	0	11	87	0	1190	2068	1346	1219	2	2	315	3	2438	3	14	0	60	1007	93	0	2777	2	555	234	795	0	0	2	1172	1488	6	0	2	1300	35	2	3	17	850	1095	0	633	0	7	1468	3552	4022	164	0	1825	16	1713	3	2	5484	2	3	0	0	21	2	9	2	0	0	0	72	0	24	2	0	0	20	0	6	0	0	9	2777	310	3062	795	1053	6	0	1421	0	874	0	2133	4	476	673	2238	26	1281	1213	3	217	2120	4	1273	6	34	24	1565	1587	10	0	350	6	1197	0	2812	0	8	1860	0	2	4	2	5	1416	1205	9	1394	1064	0	2603	3656	38	1569	2432	1209	2333
K00029	0	209	10	2	0	116	0	0	2	0	0	0	2645	0	0	1093	0	0	4	3	13	0	0	2	5	0	1560	529	6	323	550	361	0	1385	0	0	3078	218	0	731	0	2	6967	8411	8125	0	0	23	0	46	864	0	0	10	17	4	3	0	0	0	0	1403	23	974	1298	0	680	964	31	22	227	17	7	372	0	0	0	389	0	16	0	0	0	63	475	242	430	0	4	1860	2406	0	34	4	0	1463	349	1261	36	1885	0	23	0	0	37	0	0	0	42	0	305	0	2	2	3	0	0	80	17	0	2	0	1812	8	19	0	24	0	0	671	2	0	56	1941	97	2594	99	9	170	141	177	496	1636	83	0	11	0	1345	5	1517	37	0	0	0	3	0	0	7	0	110	10	113	0	2	123	9	24	1315	316	389	2	5	4	2	356	0	21	0	65	432	10	0	2	9	4224	454	1059	0	0	0	0	369	0	0	0	5002	59	0	8	7	273	3	2	684	11	0	77	1490	6619	43	2	3572	2	256	6	0	4620	0	0	6	0	146	0	19	0	0	0	0	38	0	0	3	0	0	8	2	0	0	4	12	43	155	8	704	1021	9	0	4	3	4	0	1116	0	14	656	9	15	21	206	2	440	8262	0	1265	19	0	20	448	238	31	9	336	0	37	5	1525	2	0	2511	2	0	0	0	0	1155	14	0	275	40	15	639	5260	4	58	831	239	193
K00030	0	222	227	0	0	34	17	0	77	0	0	126	138	0	0	37	0	9	0	0	0	2	0	0	0	6	427	349	0	2046	192	187	0	140	0	0	384	19	0	99	0	0	211	859	590	0	0	125	0	184	70	0	0	0	0	0	4	0	0	0	0	567	0	939	209	0	291	0	129	4	961	363	0	117	0	0	0	361	0	4	0	3	0	282	142	127	223	0	28	208	101	0	190	0	999	121	210	186	7	146	0	4	0	0	753	0	19	0	3	0	366	0	0	0	0	0	0	0	555	54	35	0	260	2	6	0	0	0	3	177	0	0	128	212	3	211	157	0	147	7	32	3	784	307	0	0	0	1360	387	456	88	0	0	0	0	0	0	275	0	0	42	113	0	0	0	2	1096	376	217	259	0	0	13	2	77	0	0	0	8	99	0	0	112	0	0	0	73	0	0	0	84	314	0	0	0	85	0	0	2	0	221	386	0	65	0	0	133	551	278	13	0	20	0	514	0	0	231	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	439	142	377	159	114	0	0	151	5	275	0	374	2	66	79	206	0	217	197	0	17	0	0	106	0	0	4	77	0	0	0	44	0	153	0	271	0	2	113	0	0	0	0	0	1047	822	0	336	164	0	340	839	0	334	349	0	0
K00031	0	2	56	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	48	11	0	2	0	0	0	0	6	0	4450	0	9	0	8	0	1026	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	258	0	0	5	0	0	0	0	0	0	0	0	0	0	6979	9	38	3	0	0	28	0	0	0	5	0	194	0	0	0	37	3	0	0	3	0	0	0	2	65	0	0	0	0	0	0	50	0	0	18	0	0	2	0	0	46	9	0	2	0	0	5	0	0	44	0	0	0	0	12	0	0	0	13	0	0	0	8	0	159	74	762	6	1477	70	21	5	2	1694	16	0	0	0	0	366	2	0	2	0	0	0	14	0	0	6	0	366	0	0	0	0	28	0	0	0	204	427	0	10	3	0	354	0	0	0	72	0	4	0	0	51	15690	1106	2	8	0	0	0	2885	0	5	0	2	125	4	0	2	0	0	4	3	6	0	0	0	4	0	0	0	2	278	0	0	149	3	0	11	0	133	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	22	0	28	9	18	0	0	0	0	0	0	21	0	0	0	5	0	2	3	0	77	6	130	1381	0	8	29	0	0	17	1155	386	26	6	0	4	0	0	9	0	9	0	9	0	0	0	478	79	0	10	30	5	0	0	6	107	5	2214	86
K00033	9329	12705	12168	902	8395	756	3253	28	15693	7555	16555	15692	14571	658	5229	100	2251	8061	4029	15092	9089	5246	5376	15469	55164	92	5576	11009	1318	7234	14329	9051	1353	7205	31134	18960	10876	2347	16091	7873	10867	7418	6146	11191	1592	18162	1106	16712	7236	6695	2830	9609	9235	93	52	2242	10829	3466	17	29434	18583	14419	6254	27391	12273	9445	27049	6726	10487	16499	16071	21262	6649	4213	7683	8576	101	7628	1372	16625	399	141	31263	16262	12426	8948	8166	8435	5627	5320	14153	343	4577	4254	49434	11921	8196	5818	15819	5067	10314	311	4064	467	11863	19539	7735	3175	489	4055	23446	17226	7203	11584	1790	8421	26749	5476	17040	4992	3566	1460	9732	4858	2881	4527	13817	26	11123	6382	3816	7315	12587	9507	19768	10275	8040	2113	11670	2597	14731	5789	11350	9569	8831	8941	5930	18636	7993	6759	11454	6700	43829	2711	5534	58	15492	14623	4184	174	8602	5864	26840	11437	13097	1355	15004	12029	11932	10066	5451	2163	13248	7470	2122	22391	10686	217	11351	8313	99	13663	18848	26505	3744	1879	5045	1746	19893	9564	3396	22587	1342	12548	35	3651	996	2764	15380	2954	7190	9097	12527	3213	5659	16166	15203	9652	8308	4305	42	8630	8580	15996	1770	16611	9253	19684	9249	1635	16405	20651	9282	14907	3195	14391	3377	10685	1927	483	28090	14858	7825	5137	7902	9241	25158	129	7767	30404	21897	5163	12929	15481	7218	7884	4902	15648	1830	9323	13186	12363	21644	5902	2745	13387	5379	5023	4968	22	2468	19885	24039	9438	10017	3069	215	10898	17251	4818	4064	2927	7172	14606	20624	10823	2429	23034	8263	8404	14416	177	1122	17935	22270	11232	18002	9663	10738	5196	17853	13247	1800	9297	17624	1130	7011
K00036	4681	13913	11217	1119	5435	189	1487	22	14314	3756	12392	7812	9097	238	1910	24	891	3998	4560	6913	16878	2919	2846	8223	33130	42	5489	13660	1083	3178	8527	3622	911	3999	11928	14573	7947	1197	6092	3107	4886	11180	2752	8043	546	9971	366	12777	6503	4050	666	5015	3975	39	36	991	5940	1619	9	15399	10722	7999	3486	23055	10433	3830	18066	3298	6328	7850	12207	12881	4526	3861	7031	4916	48	2684	793	9690	192	87	23349	10297	7434	6874	6361	2997	8456	4081	7363	101	3844	2274	18988	8844	2161	2492	8373	2105	8656	153	3170	224	9426	8023	3279	1011	230	2198	7876	8012	1185	5791	1057	5413	17339	1738	8777	2125	1397	484	6635	2899	1050	1685	5968	20	13844	1688	1566	2015	10016	10501	13781	8723	10802	814	5410	642	6346	3913	8287	6097	6973	4107	2883	14256	5481	3310	5149	5484	31877	1388	2543	39	7358	8902	2722	186	7541	2768	19004	11765	8767	801	12878	5224	8572	3833	3545	1154	6887	5894	2283	16912	4240	86	8695	4228	7	9941	8237	20302	2360	705	3347	753	8336	5218	940	13503	591	6112	17	2496	457	1019	5599	2137	2230	5717	18121	2337	4408	12802	9138	3756	10596	2628	12	6259	6326	10918	1177	13623	13014	11816	5585	463	7421	12336	5630	23520	1304	9724	1223	5901	848	280	23757	9240	3335	3469	2871	421	12095	91	3574	25800	12838	2799	7651	10817	6527	3787	3217	9236	2350	6364	5328	11191	12780	4300	945	7854	2100	1728	3625	23	2779	8465	16756	6597	6179	1424	128	8337	9567	1988	1476	2235	5340	5197	18768	9485	1994	10873	4827	2871	17945	71	964	12435	16515	5606	5381	2621	7631	4144	4889	11178	868	5879	6720	1710	8041
K00043	24	4275	6542	12	3	301	102	10	714	0	12	643	7443	5	0	166	6	70	7	16	1488	3	238	11	4	8	2019	5873	1007	3857	3114	3413	0	2792	11	0	3148	807	0	1415	2	5	3055	47001	31033	637	0	8564	6	3088	1523	0	7	4	18	0	18	0	2	2	0	7576	23	6585	10276	2	22932	401	2040	27	4441	5889	1279	1516	0	39	0	1785	0	65	0	8	0	3037	2030	1782	4269	0	114	1507	1986	6	1110	34	6747	5763	5792	1123	160	1953	0	179	0	34	6116	2422	84	0	49	19	4664	31	945	0	0	0	8	0	3449	107	238	11	2923	65	292	0	80	0	5	2252	2	2	5666	6779	6360	8085	5151	10	3816	235	3184	255	11451	8115	0	9	100	9048	2013	2287	5932	0	4	2	4	0	8	1738	0	2	8993	721	112	62	4598	96	5480	6739	2821	2357	499	5	1166	5	1581	320	186	0	59	4035	0	0	1319	588	113	66	8162	0	2	0	641	4046	39	0	3	1323	31	9	95	957	1750	2155	117	2288	4	7	9785	4094	6616	349	7	2922	94	3611	0	3	4269	0	2	8	24	2126	10	21	8	0	8	0	0	0	5	10	4	0	43	0	14	0	287	383	6283	3628	1952	3369	3465	9	0	5042	740	4772	0	3814	48	1598	816	3933	92	4011	1357	3	653	710	3	7716	12	11	65	691	2372	4	2	1070	14	1017	17	4286	3716	12	2909	3	0	8	4	13	4658	4264	24	4513	7073	2602	6632	21052	32	3477	5701	83	903
K00048	8	1157	1580	2	0	101	34	13	9	0	9	0	2574	0	0	21	0	24	2	9	1526	0	173	2	0	9	660	1205	2	23	165	322	0	24	11	0	2708	427	0	223	0	0	1460	2563	286	453	5	987	0	13	684	3	0	8	4	4	0	0	0	0	0	189	18	1057	2848	0	10410	861	57	4	933	1134	2571	435	0	0	0	1370	0	216	0	0	0	287	1389	115	332	0	7	89	1324	2	195	2	183	1891	352	157	3	1347	0	165	4	82	1819	0	0	0	502	20	311	5	22	0	5	2	14	0	90	0	133	5	1446	103	69	0	73	0	0	89	0	2	695	1762	1517	2463	472	28	216	97	472	236	357	111	0	3	295	379	95	101	112	0	0	0	2	0	0	10	0	38	802	21	294	3	5077	37	723	2450	470	1000	4	0	23	3	52	56	74	0	9	382	2	0	4	277	2307	210	1011	0	0	0	7	3231	2	0	0	1935	10	0	9	29	145	1267	84	342	2	3	168	1384	692	85	0	442	250	566	0	0	3967	0	0	17	11	1161	7	0	0	0	14	0	0	0	6	2	0	0	3	0	3	0	66	8	21022	231	105	203	1274	0	0	1046	3	310	0	118	23	697	34	2312	36	37	79	0	134	318	0	786	7	0	0	530	6323	4	2	519	0	177	20	2454	9	0	155	0	22	0	0	5	1208	262	0	487	13852	2580	573	551	5	299	1402	114	1519
K00053	0	1611	654	2	0	70	50	0	173	0	0	207	554	29	0	101	0	38	2	3	0	0	0	0	3	0	10382	3608	2	4839	1202	316	0	328	0	0	1433	35	0	328	0	0	393	1055	282	0	2	330	2	14634	71	0	0	0	0	0	5	0	0	0	0	824	30	2718	476	0	577	262	4161	8	4508	1293	23	503	0	0	0	2285	0	42	0	0	0	2905	259	2749	304	0	183	512	222	7	135	0	916	1973	1107	1374	0	1758	0	5	5	0	6586	2	96	0	8	0	473	0	0	0	0	0	0	0	965	657	195	0	547	3	16	10	0	3	6	261	2	0	327	272	59	316	206	0	382	34	113	2	4054	792	0	2	0	9292	1041	334	196	0	3	0	0	0	0	281	2	6	112	446	0	6	65	2	507	488	567	3704	5	2	68	3	152	3	2	0	15	240	0	0	305	0	0	0	149	2	7	0	231	308	0	0	0	158	0	3	0	7	177	1264	0	1076	2	7	350	671	504	43	0	143	5	1709	0	0	231	0	0	0	0	25	2	0	2	0	0	0	0	0	0	0	0	0	30	0	22	0	0	4	475	76	3611	3104	412	0	0	767	12	1424	0	846	11	550	1022	499	7	239	229	0	206	61	0	193	2	0	2	258	0	2	0	106	4	317	0	2162	0	15	186	0	0	0	0	2	1009	13015	2	2135	574	0	903	1181	0	346	547	137	1773
K00054	35461	128	660	284	7532	106	3694	23	2670	3483	61203	20108	1830	547	11357	0	2492	24756	5840	48713	3388	9005	3996	12004	34771	21	268	434	164	519	2787	303	1904	158	76655	39196	577	182	16398	170	4689	56192	58	1877	19	10782	878	507	5079	1425	65	24478	12213	18	9	7233	17486	5489	27	19775	14014	101	2673	6915	1713	16776	2534	1225	629	18063	4654	1609	1865	4571	14721	9914	229	291	2699	11456	1532	137	22772	688	271	165	1005	8227	12463	1022	96	323	238	9725	9129	1172	719	195	18917	748	24667	129	2123	287	1462	6338	7827	5378	119	5613	860	9310	191	19470	4456	12637	45935	5323	1439	1881	3220	3573	2942	560	518	15112	7766	13	68784	174	10709	18135	527	93	3381	927	206	1044	1155	100	5999	1000	1482	1204	15548	5786	12276	4291	839	116	436	9086	68334	7946	11441	46	15687	7257	7387	56	965	698	11719	46109	1205	541	604	537	305	442	9926	783	5631	16082	55	11594	14642	41	9034	218	23	22048	2592	12587	62	266	425	3509	32985	10825	1018	1862	2476	55358	13	236	128	4971	6980	1399	683	371	11809	386	7838	33331	3140	91	111	1603	36	202	6943	3660	5154	30542	335	31465	13136	173	17588	1980	13653	29297	7002	19123	917	15206	5180	806	89910	46349	21391	4208	15669	509	31931	453	7138	34132	887	270	2026	5513	336	4469	3265	1384	708	732	14951	3017	27334	306	197	1101	2624	339	170	25	123	842	106920	896	6880	7688	361	2964	561	4930	7059	85	16890	5052	59927	307	245	66873	1098	17797	39742	41	963	15657	1904	819	11535	138	2485	3401	2343	839	1931	755	890	264	762
K00057	7358	10211	8384	1033	6719	591	2448	20	21929	5450	24386	14084	14907	346	3201	860	1872	7377	2830	10198	8011	9664	2919	10908	50418	69	5605	17130	1674	5571	11505	4898	1668	5936	15756	13405	8181	1702	10471	7580	8510	12906	6990	15485	2828	13158	929	15181	7699	4973	1741	9570	7597	65	492	1034	9136	4550	21	24023	18712	7365	4185	17517	14358	5285	26279	2794	6278	9852	13635	20100	3686	4469	5454	6300	56	6227	1191	13319	324	98	26269	11055	7631	7697	8261	4656	4371	8122	5055	229	5336	2857	26161	9475	6527	3789	10701	3523	7970	338	4335	427	12034	15604	4999	2212	228	2993	7733	8901	6591	7053	1508	8225	15870	5131	13999	2706	2390	1123	9842	4429	2024	4000	8901	27	27331	5132	1968	3383	17141	11338	11901	13957	13419	977	11187	1384	14064	3934	10872	9468	6891	10102	6956	17558	6826	6625	10316	3518	21561	2196	5451	50	10446	21278	1976	161	12719	4049	22151	12084	12047	795	12639	4581	9905	6409	4574	2752	9705	6080	3326	20358	6314	138	58624	10727	45	10432	7128	26614	3125	840	5213	1494	12476	6145	1246	16126	986	7539	119	9050	695	1803	7105	3391	5331	6947	20111	3717	3440	9222	10770	5623	14284	2255	36	7263	12282	16673	1134	10651	13986	9955	10077	909	10175	13587	4679	23777	1971	14186	1886	5941	2271	441	22160	9959	7294	4941	5529	3135	19371	80	7245	33409	15091	6576	8844	19260	7430	4580	3435	10156	1644	9499	9500	12382	9704	5489	2715	8357	2599	2858	4650	21	5161	19028	18284	15619	7471	2436	148	14939	13081	1776	2477	3456	4304	6924	22738	9226	3358	18349	9377	4203	12478	137	1060	14649	10452	9857	10242	3408	12475	4667	7914	11235	1028	8973	11732	1090	7857
K00058	5	1207	1058	20	6	56	38	2	436	1027	4	305	463	80	1308	669	4	22	4349	20	603	1750	15	9	741	12	1070	1327	13	2038	2998	1770	27	557	8	8232	4217	161	3789	791	1617	2193	597	20492	8748	719	8	394	10	605	874	18	900	262	4	4	6111	55	0	3467	2611	1400	11	1128	1322	2370	3580	3850	533	42	980	989	7	357	2028	2	8	632	640	229	2	0	37	1111	4744	982	1277	3	27	988	1403	86	428	0	1924	355	1056	467	37	557	4060	18	19	151	1394	11	50	1112	63	932	1729	4	0	2779	790	4741	5428	1033	1370	12	291	5	551	54	49	24	3526	4	3380	602	1362	2	803	1006	338	1120	6524	28	712	90	322	989	3413	1458	3122	1524	5	3521	770	943	367	1934	7465	0	791	0	2690	566	1049	142	124	416	0	10	41	21	533	3051	1197	2002	1742	72	52	1309	3165	0	29	0	4831	550	169	8707	604	43	13148	1239	958	7	4554	3046	480	2266	306	0	0	373	104	921	5	20	353	738	9	329	2018	6599	320	4263	10038	165	0	901	1790	1050	134	4043	1568	2337	0	16	2	85	1544	4930	6	0	2	1847	2782	6	10	4720	1842	1153	0	16	7584	5	8	21	1556	370	907	372	463	3	814	475	32	448	2235	1077	3102	626	232	777	130	712	649	6	519	4173	24	1375	98	14	14	1160	848	229	38	435	48	405	0	1853	6	5961	2579	0	4	7	234	3040	1323	1078	676	467	2558	34	1683	2590	7	775	1381	1716	164
K00059	8	1650	2775	316	0	118	115	17	1180	1828	3	991	1961	196	2256	1091	0	48	1719	51	353	2259	29	5	1480	8	3306	1731	11	2328	717	2556	14	1276	0	10982	4412	423	4319	2490	4129	3654	3181	4777	3538	10280	13	1085	6	1249	861	957	3665	4	8	0	5666	53	7	8958	5483	2533	1620	3686	3986	3436	5825	1162	602	3970	1413	2115	2602	930	3043	0	2	2465	386	159	3	8	6089	1986	2011	1251	1739	1644	78	1477	2304	82	483	14	4250	3233	1385	1556	6554	1967	3317	90	5	205	1808	13	167	1150	840	1388	3470	4958	13	4013	1100	5276	9161	4367	3900	60	937	5	2003	84	155	18	6492	7	7368	1349	1500	3	1487	2877	262	2685	1893	420	1571	187	675	110	3104	2539	3914	1861	6	2983	2417	2018	647	2552	8782	0	2292	2	2855	1386	943	17	368	601	9890	6	2868	45	971	4030	2008	2583	2031	26	183	1753	563	5784	42	0	5827	2181	3	6771	1555	76	316	27	1080	8	9870	3171	1157	3048	523	0	11	4120	43	1374	3327	19	1058	2250	12	813	2530	8040	739	2786	6108	987	2	1773	3828	2258	0	6205	1873	2811	4	2	2061	901	2296	6394	2	0	347	3434	1962	16	10	6990	3368	2251	2447	17	6578	9	137	9	8142	745	1630	940	1676	17	1501	1705	75	1639	4037	1881	4153	1060	626	2377	481	1326	736	13	517	758	9	2191	9242	40	15	1184	3028	4	2	644	11	4908	5	3761	8	8858	3012	0	43	17	604	6932	1556	811	3001	1316	11969	237	2354	2950	5	1339	3318	70	439
K00067	6	320	459	2	0	54	0	0	0	0	3	14	469	2	0	25	0	4	0	7	3824	2	8	2	0	0	880	2327	4	2563	227	1118	0	381	0	3	2476	191	0	174	0	0	1410	2026	1938	0	0	357	0	12	2	0	4	0	4	0	4	0	0	0	0	934	0	19	1023	0	178	409	0	6	313	43	77	2	0	0	0	393	0	4	0	0	0	199	101	43	2008	0	0	1069	1723	2	87	0	44	322	502	353	8	4	0	3	0	0	1372	0	0	0	0	0	700	0	0	0	4	0	0	3	32	0	170	0	728	6	203	0	5	4	0	175	0	0	498	1414	150	438	625	0	249	207	123	202	284	193	0	2	7	6632	4	1318	213	0	0	0	2	0	0	20	0	0	154	58	4	0	59	0	356	1057	1181	337	14	5	0	0	107	4	0	0	6	114	0	0	2	0	4550	61	131	0	0	0	19	176	0	0	0	218	0	5	3	0	171	23	0	162	0	0	237	1404	2921	2	2	1136	0	554	2	2	1134	0	2	2	0	230	2	5	0	0	0	0	0	0	0	3	0	0	6	0	0	0	5	2	511	206	118	719	307	0	0	236	0	91	0	2252	0	148	609	196	15	1361	589	4	259	60	0	245	4	0	0	341	631	0	0	523	0	119	0	466	5	9	2333	0	2	0	0	4	599	91	2	195	289	0	448	218	0	84	1893	0	830
