otu	domain	phylum	order	class	family	genus	quality
OTU_1124	OTU_1124	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|100
OTU_1125	OTU_1125	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|89
OTU_1126	OTU_1126	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	|75
OTU_1127	OTU_1127	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|89
OTU_1128	OTU_1128	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	|100
OTU_1129	OTU_1129	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|70
OTU_1130	OTU_1130	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1132	OTU_1132	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1134	OTU_1134	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	|75
OTU_1135	OTU_1135	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	|100
OTU_1136	OTU_1136	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	|99
OTU_1137	OTU_1137	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|99
OTU_1138	OTU_1138	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1139	OTU_1139	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|72
OTU_1141	OTU_1141	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	|100
OTU_1142	OTU_1142	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	unclassified	|100
OTU_1144	OTU_1144	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	|92
OTU_1145	OTU_1145	Bacteria	Firmicutes	Bacilli	Bacillales	Family_XI	Gemella	|100
OTU_1146	OTU_1146	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1147	OTU_1147	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	|77
OTU_1148	OTU_1148	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_1149	OTU_1149	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|76
OTU_1150	OTU_1150	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	|99
OTU_1151	OTU_1151	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1153	OTU_1153	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
OTU_1154	OTU_1154	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|100
OTU_1155	OTU_1155	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	|100
OTU_1157	OTU_1157	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unclassified	|100
OTU_1159	OTU_1159	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|80
OTU_1160	OTU_1160	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|98
OTU_1161	OTU_1161	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|76
OTU_1164	OTU_1164	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	|91
OTU_1165	OTU_1165	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|93
OTU_1166	OTU_1166	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	|99
OTU_1167	OTU_1167	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|100
OTU_1168	OTU_1168	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|99
OTU_1170	OTU_1170	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	|100
OTU_1171	OTU_1171	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	|100
OTU_1172	OTU_1172	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	|100
OTU_1174	OTU_1174	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	|99
OTU_1175	OTU_1175	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	|99
OTU_1177	OTU_1177	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|99
OTU_1179	OTU_1179	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1180	OTU_1180	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|98
OTU_1181	OTU_1181	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1182	OTU_1182	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1184	OTU_1184	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella	|100
OTU_1185	OTU_1185	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|91
OTU_1186	OTU_1186	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1187	OTU_1187	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1189	OTU_1189	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|97
OTU_1190	OTU_1190	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	|75
OTU_1191	OTU_1191	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|99
OTU_1192	OTU_1192	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	|99
OTU_1193	OTU_1193	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	|100
OTU_1194	OTU_1194	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	|100
OTU_1195	OTU_1195	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1196	OTU_1196	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	|100
OTU_1197	OTU_1197	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|88
OTU_1198	OTU_1198	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|80
OTU_1199	OTU_1199	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|97
OTU_1200	OTU_1200	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|100
OTU_1201	OTU_1201	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|77
OTU_1202	OTU_1202	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	|100
OTU_1203	OTU_1203	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|87
OTU_1204	OTU_1204	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|85
OTU_1205	OTU_1205	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|85
OTU_1206	OTU_1206	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1207	OTU_1207	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Robinsoniella	|100
OTU_1209	OTU_1209	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|99
OTU_1210	OTU_1210	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|99
OTU_1211	OTU_1211	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|82
OTU_1212	OTU_1212	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|94
OTU_1213	OTU_1213	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	|100
OTU_1214	OTU_1214	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1215	OTU_1215	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|84
OTU_1216	OTU_1216	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|100
OTU_1217	OTU_1217	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified	unclassified	|100
OTU_1218	OTU_1218	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_1219	OTU_1219	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	|100
OTU_1220	OTU_1220	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|88
OTU_1221	OTU_1221	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|100
OTU_1223	OTU_1223	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|98
OTU_1224	OTU_1224	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	|100
OTU_1225	OTU_1225	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|95
OTU_1226	OTU_1226	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1227	OTU_1227	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	|87
OTU_1228	OTU_1228	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	|97
OTU_1229	OTU_1229	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	|98
OTU_1231	OTU_1231	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_1232	OTU_1232	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1233	OTU_1233	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|86
OTU_1234	OTU_1234	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	unclassified	|100
OTU_1235	OTU_1235	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|78
OTU_1236	OTU_1236	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1237	OTU_1237	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	|100
OTU_1238	OTU_1238	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|90
OTU_1239	OTU_1239	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified	unclassified	|96
OTU_1240	OTU_1240	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1242	OTU_1242	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1243	OTU_1243	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|96
OTU_1244	OTU_1244	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	|100
OTU_1245	OTU_1245	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1246	OTU_1246	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	|99
OTU_1247	OTU_1247	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1249	OTU_1249	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|98
OTU_1250	OTU_1250	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|100
OTU_1251	OTU_1251	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|73
OTU_1252	OTU_1252	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|99
OTU_1253	OTU_1253	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified	|100
OTU_1254	OTU_1254	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	|100
OTU_1255	OTU_1255	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	|100
OTU_1256	OTU_1256	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	|72
OTU_1257	OTU_1257	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|70
OTU_1258	OTU_1258	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|98
OTU_1260	OTU_1260	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1261	OTU_1261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|99
OTU_1262	OTU_1262	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	|88
OTU_1263	OTU_1263	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	|100
OTU_1264	OTU_1264	Bacteria	Firmicutes	Bacilli	Lactobacillales	unclassified	unclassified	|77
OTU_1265	OTU_1265	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|99
OTU_1267	OTU_1267	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|99
OTU_1268	OTU_1268	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1269	OTU_1269	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|96
OTU_1270	OTU_1270	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1273	OTU_1273	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|94
OTU_1274	OTU_1274	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	|100
OTU_1275	OTU_1275	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	|83
OTU_1276	OTU_1276	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1277	OTU_1277	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|75
OTU_1278	OTU_1278	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|97
OTU_1280	OTU_1280	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1281	OTU_1281	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	|100
OTU_1282	OTU_1282	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|79
OTU_1283	OTU_1283	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1285	OTU_1285	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|80
OTU_1286	OTU_1286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1287	OTU_1287	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|97
OTU_1288	OTU_1288	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|94
OTU_1289	OTU_1289	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified	|77
OTU_1290	OTU_1290	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Incertae_Sedis	|84
OTU_1291	OTU_1291	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|72
OTU_1292	OTU_1292	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Incertae_Sedis	|100
OTU_1293	OTU_1293	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified	unclassified	|100
OTU_1294	OTU_1294	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|90
OTU_1295	OTU_1295	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|93
OTU_1296	OTU_1296	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1297	OTU_1297	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	|79
OTU_1298	OTU_1298	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	|99
OTU_1299	OTU_1299	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|99
OTU_1300	OTU_1300	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|98
OTU_1301	OTU_1301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1303	OTU_1303	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|98
OTU_1304	OTU_1304	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1305	OTU_1305	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	|73
OTU_1306	OTU_1306	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|95
OTU_1308	OTU_1308	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|97
OTU_1309	OTU_1309	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	|100
OTU_1310	OTU_1310	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	|100
OTU_1311	OTU_1311	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unclassified	|86
OTU_1312	OTU_1312	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	|99
OTU_1314	OTU_1314	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	|100
OTU_1315	OTU_1315	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	|97
OTU_1316	OTU_1316	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Incertae_Sedis	|99
OTU_1317	OTU_1317	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|76
OTU_1318	OTU_1318	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1320	OTU_1320	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|87
OTU_1322	OTU_1322	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|89
OTU_1323	OTU_1323	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_SS1	|100
OTU_1324	OTU_1324	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	|99
OTU_1325	OTU_1325	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|97
OTU_1326	OTU_1326	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	|100
OTU_1328	OTU_1328	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	|100
OTU_1329	OTU_1329	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Mogibacterium	|96
OTU_1330	OTU_1330	Bacteria	Cyanobacteria	Chloroplast	unclassified	unclassified	unclassified	|100
OTU_1331	OTU_1331	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|100
OTU_1332	OTU_1332	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_1333	OTU_1333	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1334	OTU_1334	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1335	OTU_1335	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|86
OTU_1336	OTU_1336	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	|99
OTU_1337	OTU_1337	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|85
OTU_1338	OTU_1338	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	|100
OTU_1339	OTU_1339	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	|70
OTU_1340	OTU_1340	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|93
OTU_1341	OTU_1341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	|100
OTU_1342	OTU_1342	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Tissierella	|100
OTU_1344	OTU_1344	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	|86
OTU_1345	OTU_1345	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|84
OTU_1346	OTU_1346	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|100
OTU_1348	OTU_1348	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	|97
OTU_1349	OTU_1349	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|96
OTU_1350	OTU_1350	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	|83
OTU_1351	OTU_1351	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|82
OTU_1352	OTU_1352	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	|97
OTU_1353	OTU_1353	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	|100
OTU_1354	OTU_1354	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	|100
OTU_1355	OTU_1355	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1356	OTU_1356	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|99
OTU_1357	OTU_1357	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	|99
OTU_1358	OTU_1358	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|100
OTU_1359	OTU_1359	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|100
OTU_1361	OTU_1361	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	|97
OTU_1362	OTU_1362	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	|93
OTU_1363	OTU_1363	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	|100
OTU_1366	OTU_1366	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	|79
OTU_1367	OTU_1367	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|100
OTU_1368	OTU_1368	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Incertae_Sedis	|100
OTU_1369	OTU_1369	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	|100
OTU_1370	OTU_1370	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Incertae_Sedis	|100
OTU_1371	OTU_1371	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified	|100
OTU_1372	OTU_1372	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	unclassified	unclassified	|100
OTU_1373	OTU_1373	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	|80
OTU_1375	OTU_1375	Bacteria	Tenericutes	Mollicutes	RF9	unclassified	unclassified	|100
OTU_1376	OTU_1376	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	unclassified	|92
OTU_1377	OTU_1377	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|83
OTU_1378	OTU_1378	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	|96
OTU_1379	OTU_1379	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	|90
OTU_1380	OTU_1380	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	|83
OTU_1381	OTU_1381	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Incertae_Sedis	|91
OTU_1382	OTU_1382	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	|100
OTU_1383	OTU_1383	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	|97
OTU_1385	OTU_1385	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	|99
OTU_1387	OTU_1387	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	|89
OTU_1388	OTU_1388	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	|80
OTU_1389	OTU_1389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
OTU_1390	OTU_1390	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	|100
